,price_try,make,series,model,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
783,1150000,Renault,Megane,1.5 dCi Icon,2017,165000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Belirtilmemiş
784,1550000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,260000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,320,1598,136,3800,2600,"9,7",218,"4,2",1 boyalı
785,985000,Honda,Civic,1.6 i-VTEC Eco Executive,2017,150000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7",1 değişen
786,1349000,Honda,Civic,1.6 i-VTEC Eco Executive,2020,57000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1597,125,6500,4300,"11,5",196,"6,3",Tamamı orjinal
787,750000,Volkswagen,Jetta,1.4 TSi Highline,2012,214000,Düz,Benzin,Sedan,,Sahibinden,,,,,,,,,,,Belirtilmemiş
788,12050000,Audi,A8,50 TDI Quattro Long,2022,7150,Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,4WD (Sürekli),6,600,2967,286,4000,1250,"5,9",250,"5,8",Tamamı orjinal
789,1350000,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2018,109000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1500,"10,8",206,4,2 boyalı
790,375000,Fiat,Albea,1.3 Multijet Dynamic,2008,265000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,180,1248,70,4000,1750,"14,5",160,"4,7",Tamamı boyalı
791,412000,Peugeot,307,1.6 XT,2005,216000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,147,1587,110,,,"11,6",190,"7,2","2 değişen, 3 boyalı"
792,1700000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,160000,Otomatik,Dizel,Sedan,,Sahibinden,Arkadan İtiş,4,320,1598,136,3800,2600,"9,7",218,"4,2",2 boyalı
793,215000,Fiat,Bravo,2.0 HGT,1998,187000,Düz,LPG & Benzin,Hatchback/3,Garantisi Yok,Sahibinden,Önden Çekiş,5,186,1998,155,6700,3750,8,213,"9,4",Tamamı boyalı
794,780000,Toyota,Corolla,1.33 Life,2016,103450,Düz,LPG & Benzin,Sedan,-,Sahibinden,Önden Çekiş,4,128,1329,99,6000,3800,"12,6",180,"5,8",Belirtilmemiş
795,1000000,Volkswagen,Golf,1.4 TSi Comfortline,2016,65000,Düz,Benzin,Hatchback/5,-,Sahibinden,Önden Çekiş,4,200,1395,125,5000,1400,"9,1",204,"5,2",Tamamı orjinal
796,370000,Renault,Clio,1.5 dCi Alize,2006,225000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,160,1461,65,4000,2000,15,163,5,"1 değişen, 2 boyalı"
797,982500,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2014,100100,Yarı Otomatik,Dizel,Hatchback/5,-,Sahibinden,Önden Çekiş,4,250,1598,105,3000,1500,"10,7",192,"3,9",Tamamı orjinal
798,690000,Citroen,C-Elysee,1.2 PureTech Live,2019,53000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,3,118,1199,83,5750,2750,"13,1",168,"4,9",Belirtilmemiş
799,379000,Hyundai,Getz,1.5 VGT HY KLM,2008,213000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,235,1493,110,4000,1900,"11,1",180,"4,5","2 değişen, 9 boyalı"
800,500000,Peugeot,207,1.4 HDi Trendy,2009,202000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1398,71,4000,2000,"15,1",166,"4,5",Belirtilmemiş
801,815000,Ford,C-Max,1.6 Trend,2017,79000,Düz,LPG & Benzin,MPV,-,Sahibinden,Önden Çekiş,4,159,1596,125,6000,4000,"11,5",188,"6,4","3 değişen, 3 boyalı"
802,480000,Volkswagen,Jetta,1.6 Midline,2007,320000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,148,1595,102,5600,3800,"13,3",183,"8,2","2 değişen, 2 boyalı"
803,712000,Citroen,C4 Grand Picasso,1.6 HDi SXPK,2011,123580,Yarı Otomatik,Dizel,MPV,,Sahibinden,Önden Çekiş,4,240,1560,111,4000,1750,"13,4",180,"5,7","1 değişen, 2 boyalı"
804,479500,Volkswagen,Jetta,1.6 Midline,2006,290000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,148,1595,102,5600,3800,"12,2",186,"7,4","1 değişen, 4 boyalı"
805,471000,Renault,Symbol,1.5 dCi Expression,2012,177000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,85,3750,1750,"12,3",177,"4,3","1 değişen, 4 boyalı"
806,870000,Ford,Focus,1.6 Ti-VCT Trend X,2015,117500,Yarı Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,159,1596,125,6000,4000,"10,9",192,"6,3",1 boyalı
807,445000,Opel,Corsa,1.3 CDTI Essentia,2006,244000,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,170,1248,70,,,16,165,"4,4",Belirtilmemiş
808,1250000,BMW,5 Serisi,520d Premium,2010,270000,Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Arkadan İtiş,4,380,1995,184,4000,2750,"8,1",225,"5,2",Belirtilmemiş
809,215000,Chevrolet,Cruze,1.6 Sport Plus,2013,127500,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,155,1598,124,6200,4000,"12,8",190,"6,6",Tamamı orjinal
810,540000,Opel,Corsa,1.2 Twinport Active,2014,69000,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,115,1229,85,5600,4000,"13,6",172,"5,3",Belirtilmemiş
811,610000,Peugeot,508,1.6 e-HDi Access,2012,222000,Yarı Otomatik,Dizel,Sedan,-,Sahibinden,Önden Çekiş,4,270,1560,114,3600,1750,"13,1",197,"4,4","1 değişen, 11 boyalı"
812,425000,Alfa Romeo,156,1.6 TS Distinctive,2006,255000,Düz,LPG & Benzin,Sedan,-,Sahibinden,Önden Çekiş,4,146,1598,120,6200,4200,"10,5",200,"8,2",7 boyalı
813,1830000,Audi,A4,A4 Sedan 2.0 TDI Design,2016,95000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,400,1968,190,3800,1750,"7,7",237,"4,1","1 değişen, 6 boyalı"
814,380000,Fiat,Punto,Grande 1.3 Multijet Dynamic,2006,345000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,200,1248,90,4000,1750,"11,9",175,"4,6",4 boyalı
815,700000,Honda,Civic,1.6 i-VTEC ECO Elegance,2016,165000,Yarı Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7",Belirtilmemiş
816,357500,Renault,Megane,1.5 dCi Privilege,2007,321000,Düz,Dizel,Station wagon,,Sahibinden,Önden Çekiş,4,185,1461,100,4000,1900,"14,9",168,"4,6",2 değişen
817,270000,Tofaş,Doğan,SLX,1998,229000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Arkadan İtiş,4,125,1581,83,5800,3000,"13,2",170,,"1 değişen, 1 boyalı"
818,390000,Nissan,Micra,1.5 dCi Passion,2008,146000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,185,1461,82,4000,2000,"12,9",169,"4,5","1 değişen, 1 boyalı"
819,780000,Renault,Fluence,1.5 dCi Touch,2015,124000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",Belirtilmemiş
820,195000,Tofaş,Doğan,SLX,1996,24000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,125,1581,83,5800,3000,"13,2",170,,Tamamı boyalı
821,285000,Mazda,323,1.5 Practica,1999,240000,Düz,LPG & Benzin,Hatchback/3,,Sahibinden,Önden Çekiş,4,132,1489,88,5500,3500,"11,8",173,"7,5",Belirtilmemiş
822,267000,Hyundai,Accent,1.5 1.5i GLS,2000,277800,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,132,1495,102,5500,3000,"11,4",173,"6,9","2 değişen, 1 boyalı"
823,860000,Volvo,S60,1.6 D Premium,2012,238000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,270,1560,115,3600,1750,"10,9",190,"4,3",Tamamı orjinal
824,819999,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2009,230000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1390,125,,,,203,"5,7",Belirtilmemiş
825,395000,Volkswagen,Jetta,1.9 TDi Midline,2008,316000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1896,105,4000,1900,"11,9",189,"5,2",Belirtilmemiş
826,320000,Mazda,323,1.5 GLX,2001,340000,Düz,LPG & Benzin,Hatchback/3,Garantisi Yok,Sahibinden,Önden Çekiş,4,132,1489,88,5500,3500,"11,8",173,"7,5",Belirtilmemiş
827,1150000,Seat,Leon,1.6 TDI Xcellence,2018,160000,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,250,1598,115,4000,1500,"9,8",197,"4,1",1 değişen
828,1180000,Ford,Mondeo,1.5 Titanium,2018,154000,Otomatik,Benzin,Station wagon,Garantisi Yok,Sahibinden,Önden Çekiş,4,240,1498,160,5700,4000,"9,2",209,"6,5",Belirtilmemiş
829,630000,Renault,Clio,1.5 dCi Joy,2015,115150,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1461,75,,,"14,3",168,"3,6",Tamamı orjinal
830,445000,Hyundai,Getz,1.3 GLS,2005,162000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,117,1341,82,,,"11,5",166,"6,2",1 boyalı
831,930000,Hyundai,i20,1.4 MPI Style Plus,2022,1800,Otomatik,Benzin,Hatchback/5,Garantisi Var,Sahibinden,Önden Çekiş,4,134,1368,100,6000,1500,"12,2",176,"6,1",Tamamı orjinal
832,849999,Toyota,Auris,1.4 D-4D Premium,2014,102000,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,205,1364,90,3800,1800,"14,7",180,"4,2",Belirtilmemiş
833,370000,Honda,Civic,1.6 i ES,1999,264000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,142,1590,125,,,11,195,,"3 değişen, 10 boyalı"
834,133300,Tofaş,Doğan,L,1991,10000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,130,1581,83,5800,2900,"13,1",170,"6,5",Belirtilmemiş
835,485000,Ford,Fiesta,1.25 Trend,2011,123500,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,114,1242,82,5800,4200,"13,3",168,"5,7",5 değişen
836,635000,Fiat,Egea,1.3 Multijet Easy,2017,115000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",3 boyalı
837,750000,Honda,Civic,1.6 i-VTEC Dream,2008,100100,Otomatik,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1595,125,6500,4200,"12,5",192,"6,9",Belirtilmemiş
838,315000,Chrysler,Neon,2.0 LX,2001,265000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,180,1996,133,6000,5000,"12,8",183,"8,9",Belirtilmemiş
839,385500,Ford,Fiesta,1.4 TDCi Trend,2010,185000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1398,70,4000,1750,"14,9",162,"4,2",7 boyalı
840,665000,Renault,Fluence,1.5 dCi Touch,2016,247500,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",2 boyalı
841,520000,Hyundai,i20,1.2 MPI Elite Blue,2016,70000,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,121,1248,84,6000,4000,"12,7",170,5,Belirtilmemiş
842,700000,Volkswagen,Polo,1.2 TDi Trendline,2017,65000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,3,180,1199,75,4200,2000,"13,9",170,"3,8",Belirtilmemiş
843,575000,Renault,Clio,1.5 dCi Extreme,2012,98500,Düz,Dizel,Hatchback/3,,Sahibinden,Önden Çekiş,4,160,1461,65,3750,1900,"15,2",162,"4,5",1 boyalı
844,950000,Seat,Ibiza,1.0 EcoTSI Style,2021,21000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Var,Sahibinden,Önden Çekiş,3,200,999,110,5500,2000,"10,3",195,"5,3",Tamamı orjinal
845,435000,Renault,Megane,1.5 dCi Extreme,2008,320000,Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1461,100,4000,2000,"14,9",174,"5,8","1 değişen, 5 boyalı"
846,183000,Tofaş,Şahin,1.6,1993,163000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,122,1581,,5500,3250,,,,Belirtilmemiş
847,519000,Fiat,Linea,1.6 Multijet Urban,2012,199000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,290,1598,105,4000,1500,11,190,"5,1",Belirtilmemiş
848,670000,Volvo,S40,1.6 D,2011,239000,Düz,Dizel,Sedan,Garantisi Var,Sahibinden,Önden Çekiş,4,270,1560,115,3600,1750,"11,4",195,"4,3",Tamamı orjinal
849,855000,Volkswagen,Polo,1.2 TSi Comfortline,2015,81000,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,160,1197,90,4800,1400,"10,8",184,"4,7",1 boyalı
850,615000,Honda,Civic,1.6 i-VTEC Elegance,2007,185000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1595,125,6500,4200,"10,3",192,"7,1",8 boyalı
851,670000,Renault,Clio,1.5 dCi SportTourer Icon,2016,224000,Düz,Dizel,Station wagon,,Sahibinden,Önden Çekiş,4,200,1461,90,4000,1750,12,180,"3,6",Tamamı orjinal
852,465000,Opel,Astra,1.6 Enjoy,2006,290000,Yarı Otomatik,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,150,1598,105,6000,3900,"13,3",185,"6,5",1 değişen
853,232500,Opel,Astra,1.4 GL,1995,360000,Düz,LPG & Benzin,Hatchback/3,,Sahibinden,,4,114,1389,82,,,13,175,,1 değişen
854,625000,Fiat,Egea,1.4 Fire Easy,2019,96000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Belirtilmemiş
855,205000,Fiat,Palio,1.2 SL,2004,220000,Düz,LPG & Benzin,Hatchback/3,,Sahibinden,Önden Çekiş,4,104,1242,74,5000,4000,"13,2",166,"7,2","2 değişen, 4 boyalı"
856,820000,Volkswagen,Passat,1.6 Trendline,2010,225000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,148,1595,102,5600,3800,"12,4",190,"7,6","1 değişen, 2 boyalı"
857,695000,Fiat,Egea,1.4 Fire Easy,2019,28000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Tamamı orjinal
858,625000,Fiat,Punto,1.4 Lounge S&S,2012,82000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,115,1368,77,6000,3250,"13,2",165,"5,4",Tamamı orjinal
859,1180000,Hyundai,Elantra,1.6 MPI Style Comfort,2021,32500,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,154,1598,123,6300,4500,"10,7",195,"6,2",1 boyalı
860,645000,Chevrolet,Cruze,1.6 WTCC Edition Plus,2012,162000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,154,1598,124,6400,4200,"12,7",185,"7,4",Belirtilmemiş
861,465000,Fiat,Linea,1.3 Multijet Active Plus,2012,203000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1248,90,4000,1750,"13,8",170,"4,9",7 boyalı
862,900000,Honda,Civic,1.6 i-VTEC Eco Executive,2017,83000,Otomatik,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7",Belirtilmemiş
863,845500,Toyota,Corolla,1.4 D-4D Advance,2016,260000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,205,1364,90,3800,1800,"14,7",180,"4,1",Tamamı orjinal
864,385000,Ford,Focus,1.6 Ambiente,2001,255000,Düz,LPG & Benzin,Station wagon,,Sahibinden,Önden Çekiş,4,143,1596,100,6000,4000,"11,2",180,"6,8",10 boyalı
865,295000,Hyundai,Accent,1.3 LX,2000,285000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,114,1341,86,5500,,"12,5",169,"6,1",Belirtilmemiş
866,455000,Mercedes - Benz,A,A 160 Elegance,2000,371,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,150,1598,102,,,"10,8",182,"7,2",Belirtilmemiş
867,750000,Renault,Clio,1.5 dCi Touch,2018,93000,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,220,1461,90,4000,1750,"12,9",176,"3,7",Belirtilmemiş
868,180000,Fiat,Tempra,1.6 SX AK,1996,250000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,124,1581,90,5750,2750,"12,9",182,,Belirtilmemiş
869,820000,Opel,Astra,1.6 Edition Plus,2018,40000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"11,9",193,"6,5",Belirtilmemiş
870,930000,Toyota,Yaris,1.5 Fun Special,2020,33500,Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,136,1496,111,6000,4400,"11,2",175,"4,8",Belirtilmemiş
871,815000,Dacia,Lodgy,1.5 dCi Stepway,2016,45000,Düz,Dizel,MPV,,Sahibinden,Önden Çekiş,4,240,1461,110,4000,1750,"11,6",175,"4,4",Tamamı orjinal
872,110000,Skoda,Forman,135 L,1993,500000,Düz,LPG & Benzin,Cabrio,,Sahibinden,Önden Çekiş,,,,,,,,,,Belirtilmemiş
873,175000,Tofaş,Şahin,1.6,1996,55,Düz,LPG & Benzin,Sedan,,Sahibinden,,,,,,,,,,,Belirtilmemiş
874,441000,Toyota,Auris,1.4 D-4D Comfort,2008,210000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,190,1364,90,3800,1800,12,175,5,"2 değişen, 5 boyalı"
875,130000,Lada,Samara,1.5,1994,72500,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,110,1499,68,4800,2800,15,150,,Belirtilmemiş
876,855000,Kia,Cerato,1.6 CRDi Concept Plus,2017,130000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,300,1582,136,4000,1750,"10,8",190,"4,6",2 değişen
877,1015000,Renault,Megane,1.5 dCi Touch,2017,88000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Tamamı orjinal
878,285000,Hyundai,Accent,1.5 CRDi Admire,2004,235000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,3,184,1493,82,4000,2000,"17,8",170,"5,5",2 boyalı
879,460000,Hyundai,Accent Era,1.4 Team,2008,119000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,125,1399,97,6000,4700,"12,3",177,"6,5",Belirtilmemiş
880,212000,Suzuki,Swift,1.3 GLX,2001,187000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,99,1298,69,,,13,165,"5,9",1 boyalı
881,685000,Volkswagen,Passat,1.6 FSi Comfortline,2006,198000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"11,4",200,"7,5",Belirtilmemiş
882,187000,Tofaş,Doğan,SL,1993,111111,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,130,1581,83,5800,2900,"13,1",170,"6,5",Belirtilmemiş
883,428000,Ford,Fusion,1.4 TDCi Comfort,2006,159500,Düz,Dizel,Hatchback/5,,Sahibinden,,,,,,,,,,,10 boyalı
884,515000,Geely,Emgrand,1.5 GSL Premium,2012,124000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,133,1498,106,5800,4400,,170,"7,2",Belirtilmemiş
885,560000,Opel,Corsa,1.3 CDTI Essentia,2013,135000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,190,1248,75,4000,1750,"14,9",163,"4,2",1 değişen
886,730000,Seat,Toledo,1.4 TDI Style,2015,126000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,3,230,1422,90,3500,1750,"11,8",185,"3,8",Tamamı orjinal
887,385000,Opel,Astra,1.6 CD,2000,243000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,150,1598,100,,,"11,5",188,"7,4",Belirtilmemiş
888,355000,Renault,Symbol,1.4 Expression,2009,230000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,114,1390,75,5500,4250,"12,5",170,"7,1","1 değişen, 9 boyalı"
889,728000,Toyota,Corolla,1.33 Life,2013,129500,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,128,1329,99,6000,3800,"12,6",180,"5,8",3 boyalı
890,245000,Fiat,Albea,1.3 Multijet Dynamic,2006,258500,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,180,1248,70,4000,1750,"14,5",160,"4,7",Belirtilmemiş
891,180000,Audi,80 Serisi,1.6 TD,1991,371000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,155,1588,80,4800,2000,"14,6",174,,Belirtilmemiş
892,840000,Dacia,Sandero,1.5 dCi Stepway Style,2018,90000,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,220,1461,90,4000,1750,12,166,"3,8",1 değişen
893,825000,Volkswagen,Jetta,1.6 TDi Comfortline,2013,198000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1598,105,4400,2500,"11,7",190,"4,7",Belirtilmemiş
894,650000,Volkswagen,Polo,1.2 Trendline,2012,120000,Düz,Benzin,Hatchback/3,,Sahibinden,,,,,,,,,,,1 boyalı
895,345000,Seat,Cordoba,1.6 Stella,1999,117928,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,135,1598,75,,,"13,2",170,"7,2",Belirtilmemiş
896,600000,Toyota,Auris,1.6 Comfort,2008,101500,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,157,1598,124,6000,5200,"10,4",190,"7,1",Belirtilmemiş
897,257000,Renault,Megane,1.6 Coupe RN,1998,265000,Düz,LPG & Benzin,Coupe,Garantisi Yok,Sahibinden,Önden Çekiş,4,137,1598,90,,,"11,3",187,"7,2",Tamamı orjinal
898,265000,Peugeot,206,1.4 HDi X-line,2004,325000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1398,71,4000,1750,"13,2",168,"4,3",Belirtilmemiş
899,435000,Seat,Cordoba,1.4 Stella,2004,208000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,126,1390,75,,,"12,9",170,"6,4",Belirtilmemiş
900,267000,Renault,Clio,1.6 RXT,2001,331000,Düz,LPG & Benzin,Hatchback/3,,Sahibinden,Önden Çekiş,4,131,1598,90,,,"10,6",181,"7,2","1 değişen, 11 boyalı"
901,365000,Toyota,Corolla,1.6 XEi,1997,352015,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,145,1587,105,,,10,195,,8 boyalı
902,835000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2011,232000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1598,105,4400,2500,"12,2",195,"4,3",Tamamı orjinal
903,550000,Ford,Fiesta,1.5 TDCi Trend,2013,145000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7",7 boyalı
904,535000,Renault,Fluence,1.5 dCi Extreme Edition,2012,300600,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",Tamamı orjinal
905,720000,Opel,Corsa,1.4 Design,2016,108000,Otomatik,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,130,1398,90,6000,4000,"13,9",170,6,9 boyalı
906,500000,Renault,Symbol,1.2 Expression,2010,78500,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,105,1149,75,5500,4250,13,167,"5,9",1 boyalı
907,510000,Renault,Clio,1.2 Expression,2006,150370,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,105,1149,75,5500,4250,"13,4",167,"5,9",1 boyalı
908,959000,Renault,Megane,1.3 TCe Joy,2020,29547,Düz,Benzin,Sedan,Garantisi Var,Sahibinden,Önden Çekiş,4,240,1332,140,5000,1600,"9,7",205,"5,5",Tamamı orjinal
909,380000,Opel,Vectra,1.6 Comfort,2006,285000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,150,1598,105,,,"12,6",194,"6,9","2 değişen, 1 boyalı"
910,550000,Volkswagen,Bora,1.6 Pacific,2004,168000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,148,1595,102,,,"12,8",185,"8,1",4 boyalı
911,590000,Fiat,Egea,1.3 Multijet Easy Plus,2016,215000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1248,95,4000,1500,12,180,"3,7",Tamamı orjinal
912,480000,Toyota,Yaris,1.3 Terra,2007,257000,Düz,LPG & Benzin,Hatchback/3,,Sahibinden,Önden Çekiş,4,116,1296,87,,,"11,5",170,6,10 boyalı
913,258000,Renault,R 19,1.4 Europa RNA,2000,341000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,100,1397,75,,,,,,Belirtilmemiş
914,220000,Citroen,Saxo,1.4 SX,2000,317500,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,111,1360,76,5500,3400,"12,9",175,"6,8",Tamamı orjinal
915,700000,Toyota,Corolla,1.4 D-4D Elegant,2011,219050,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,205,1364,90,3800,1800,"11,9",175,"4,8",Belirtilmemiş
